Song,Uri,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Hetken Tie On Kevyt,5oV9em1jJwGacNVyd11o9A,Tehosekoitin,0.582,0.762,2,-6.915,0,0.0343,0.0616,0.0024,0.12,0.279,89.983
Just the Way You Are,47Slg6LuqLaX0VodpSCvPt,Bruno Mars,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
Tää kesä,1K6sNj78D8MN4NLAcTvmH8,Timi Lexikon,0.717,0.659,10,-5.548,0,0.0745,0.0496,0.0102,0.364,0.671,94.035
The Lazy Song,386RUes7n1uM1yfzgeUuwp,Bruno Mars,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915
Count on Me,3B5UbSndRz907IZhhmUfLi,Bruno Mars,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1
We Are Young (feat. Janelle Monáe),3ehrxAhYms24KLPG8FZe0W,fun.,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086
I Wanna Go - Desi Hits! Remix produced by DJ Lloyd ft Sonu Nigam,50havGHYqqdpOYWNehcAIT,Britney Spears,0.662,0.778,10,-7.777,1,0.1,0.0129,7.31e-05,0.364,0.736,129.986
Private Show,1Pk4BGCEwlTKgDhKNZUbRg,Britney Spears,0.753,0.456,2,-5.892,1,0.0419,0.221,0.0,0.449,0.523,112.519
Man On The Moon,1Jp3egueDGwbrgylNPws6F,Britney Spears,0.711,0.668,7,-5.962,0,0.0385,0.0311,9.51e-06,0.101,0.318,110.026
Do You Wanna Come Over?,29MOQfRQS4b7ptGsbbSRVi,Britney Spears,0.751,0.696,4,-6.027,1,0.0657,0.00618,0.00258,0.107,0.446,121.0
Love Me Down,2E8MXBzwmLJPXzhqoziRRe,Britney Spears,0.657,0.645,2,-6.52,0,0.0603,0.00592,0.000199,0.236,0.658,91.988
Liar,5hj8bVmhltSOVIXY9HNFi8,Britney Spears,0.59,0.776,6,-5.272,0,0.0705,0.00705,1.69e-05,0.414,0.81,159.946
Better,31fsj6wSyLkOGVWDsJAsAF,Britney Spears,0.657,0.824,1,-3.155,1,0.0347,0.0189,0.00108,0.0859,0.76,96.996
Invitation,1u8hPl2tPFAi4ArBKxwBPS,Britney Spears,0.367,0.652,6,-7.171,1,0.109,0.0332,6.88e-05,0.0947,0.156,112.37
Body Ache,45MpoG2B3CEHoZa8OhrAw2,Britney Spears,0.696,0.587,3,-6.992,0,0.059,0.128,2.17e-05,0.106,0.581,128.003
Til It's Gone,6I9livBOOwAOV5YcVa9Npk,Britney Spears,0.587,0.693,1,-5.348,0,0.0614,0.0187,0.0,0.165,0.396,127.991
Passenger,3ZmxqcNIPVDOLVgyjQW4Lb,Britney Spears,0.478,0.856,11,-4.274,1,0.101,0.127,0.0,0.158,0.339,89.863
Chillin' With You (feat. Jamie Lynn),5zNkxQzn7HNUyYTSUnw577,Britney Spears,0.75,0.752,1,-5.776,1,0.0399,0.209,9.14e-05,0.131,0.527,140.001
Don't Cry,7z7CFkyOOAggoMDoSQgZvA,Britney Spears,0.678,0.515,11,-6.313,0,0.0326,0.34,0.0,0.641,0.513,139.931
Now That I Found You,4Rl494Qkp0qaVltXd4sMYX,Britney Spears,0.526,0.731,6,-4.901,1,0.0459,0.083,0.000787,0.0557,0.491,128.04
Hold On Tight,2IgAZXJy3eXiJh393yu0b3,Britney Spears,0.521,0.512,5,-6.169,1,0.0279,0.0581,0.0,0.0972,0.125,127.963
Brightest Morning Star,7MXf5oS9bilbC70ii9YWbf,Britney Spears,0.457,0.613,7,-5.741,1,0.056,0.56,0.0,0.0927,0.317,159.876
(Drop Dead) Beautiful (feat. Sabi),5Zvzva2gweeEU46XEeeFSa,Britney Spears,0.772,0.768,11,-4.52,0,0.0741,0.0414,0.0,0.0903,0.713,119.959
Seal It with a Kiss,1gilYs9AY8a75q275GTkiY,Britney Spears,0.644,0.734,2,-5.234,0,0.0554,0.175,0.0,0.0484,0.56,124.988
Big Fat Bass (feat. will.i.am),0IH4zvPl1szWeMwzPR0QhD,Britney Spears,0.777,0.71,0,-4.717,1,0.0919,0.0295,0.0,0.192,0.673,129.945
Inside Out,1MXmaCZEtfPrCbtYjJIbzl,Britney Spears,0.627,0.713,11,-5.656,0,0.0612,0.226,0.0,0.107,0.53,119.929
Gasoline,5AcTuYSmbmcZA8kiLE4bAR,Britney Spears,0.757,0.733,7,-4.722,1,0.0511,0.178,4.47e-06,0.101,0.552,119.984
He About To Lose Me,6I0qecpzVh73WBMty1Ln02,Britney Spears,0.729,0.797,10,-4.77,0,0.0278,0.122,0.00117,0.155,0.722,110.005
Don't Keep Me Waiting,37nrVLa3bsKIc9c2NChf0h,Britney Spears,0.651,0.964,11,-4.446,0,0.0507,0.000255,0.00678,0.23,0.783,124.994
Selfish,2w3PyJC61SAVM7KR6tyDwF,Britney Spears,0.722,0.622,11,-5.426,0,0.0321,0.0114,1.64e-06,0.0664,0.787,122.038
If U Seek Amy,2hdy9Wt9qp7M7d0U3ossu2,Britney Spears,0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954
Shattered Glass,3sJx8qerYrs92oqVAa9S0Z,Britney Spears,0.831,0.489,0,-6.475,0,0.0533,0.0483,1.33e-05,0.074,0.376,120.054
Kill the Lights,263w5yLLnexUUOMc5Py9m5,Britney Spears,0.741,0.622,8,-5.878,1,0.0404,0.00887,0.000501,0.15,0.625,122.013
Blur,0Y7exe8Yu2nbuIvGDRGXcz,Britney Spears,0.601,0.717,7,-5.458,1,0.0259,0.0155,0.000164,0.114,0.658,138.042
Mannequin,3buxlp1m5TLONPem13GSpt,Britney Spears,0.643,0.884,10,-6.934,0,0.0511,0.0014,3.07e-05,0.122,0.627,129.998
Mmm Papi,3m8sxh3LPR5crLvL7QvCgp,Britney Spears,0.679,0.795,6,-6.5,0,0.0669,0.0658,1.21e-06,0.0601,0.924,80.009
My Baby,5gkgwVSPu1NvkRwPDWb8aq,Britney Spears,0.601,0.154,2,-15.975,1,0.0299,0.84,0.00102,0.101,0.159,99.973
Lace and Leather,77mOEEC4yLh8U7zCa0lInh,Britney Spears,0.863,0.586,7,-6.512,1,0.0617,0.0074,0.000646,0.103,0.823,111.968
Phonography,4hGlPn5GCI4jrueRPrqNvA,Britney Spears,0.883,0.783,0,-9.561,0,0.096,0.0311,0.00169,0.125,0.503,111.997
Hot as Ice,6iqwOVXYuYQYCaQ0ljcans,Britney Spears,0.83,0.742,7,-3.783,1,0.036,0.0247,0.0,0.0488,0.951,127.933
Breathe on Me,1lK5iIMKifrxERzS3iimJH,Britney Spears,0.709,0.565,5,-6.395,0,0.0471,0.00209,0.0125,0.0901,0.571,112.203
Shadow,4XEQZ9OqZb6xLxKsFppO3K,Britney Spears,0.314,0.66,5,-7.182,0,0.0439,0.0509,0.0,0.0928,0.239,141.121
Overprotected - Radio Edit,5p0KCAuu5nrHpTuAIhHdLw,Britney Spears,0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992
Cinderella,4PoTu14Wi2o9l0Rb09gBCa,Britney Spears,0.667,0.898,1,-1.843,0,0.0448,0.00293,0.000722,0.159,0.751,110.056
I Run Away,7zs5aog6tlIeniHcnoB0HJ,Britney Spears,0.604,0.851,0,-4.78,0,0.0274,0.00616,0.000366,0.0511,0.649,144.015
Lucky,2TTYIwTM2iLC1YOyHuhRMt,Britney Spears,0.765,0.791,8,-5.707,1,0.0317,0.262,0.000154,0.0669,0.966,95.026
Don't Go Knockin' on My Door,3HTkB9Nk04MJHkG0X6cL2R,Britney Spears,0.808,0.761,10,-5.614,0,0.0512,0.23,0.0,0.674,0.92,110.965
Don't Let Me Be the Last to Know,3OitWDgR4SzAUOm3TBmvhw,Britney Spears,0.633,0.755,4,-6.566,1,0.0421,0.158,0.0,0.273,0.729,138.96
Dear Diary,1NmjzfxyAN9u5EaqHk1uIY,Britney Spears,0.509,0.157,3,-14.285,1,0.0333,0.814,0.0,0.166,0.288,127.66
Where Are You Now,4MOBPIIRUgHTBAp0NpgLTm,Britney Spears,0.636,0.489,9,-8.098,1,0.0263,0.337,0.0,0.291,0.297,125.616
One Kiss from You,5iW9Y4seDbBgIchT0ANY3q,Britney Spears,0.732,0.888,7,-2.415,1,0.0792,0.0702,2.88e-06,0.379,0.674,93.991
Sometimes,1UI0l2L66HJ9AtoEOlHzv4,Britney Spears,0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.806,95.996
Born to Make You Happy,4l1MNtoCiTxBwf6yxD7kFd,Britney Spears,0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.686,84.11
From the Bottom of My Broken Heart,70XtWbcVZcpaOddJftMcVi,Britney Spears,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981
Deep In My Heart,3lpRz2Zp0mPKKgXfoLNt42,Britney Spears,0.799,0.783,6,-4.369,0,0.0314,0.0319,7.46e-06,0.078,0.904,117.005
Pills N Potions,0nnRUsgfm4uQUYTCIH9NZy,Nicki Minaj,0.391,0.604,2,-8.104,1,0.212,0.00812,5.18e-06,0.0443,0.168,169.658
The Night Is Still Young,75u9uswC5UMdtv4SQ3xSYf,Nicki Minaj,0.656,0.692,1,-6.145,0,0.0563,0.00212,0.00305,0.128,0.693,128.017
Anaconda,5eqiMMbaeUZ32Q7sS00H35,Nicki Minaj,0.964,0.605,9,-6.223,1,0.179,0.0668,7.78e-06,0.214,0.646,129.994
Roman Holiday,4CNIiODuKS3NJ8qPALVwMp,Nicki Minaj,0.768,0.731,10,-6.371,0,0.105,0.0391,3.28e-05,0.303,0.371,128.023
Right By My Side,0YzzPwaX9290mmNV2uSmcD,Nicki Minaj,0.397,0.825,1,-4.791,1,0.357,0.0198,0.0,0.135,0.533,162.033
Starships,6QOa1PLDUp54tzJHH1vnsf,Nicki Minaj,0.753,0.732,11,-2.399,0,0.0937,0.154,0.0,0.196,0.694,125.009
Pound The Alarm,0jaFadjn9PwHr8ZcqhZmAH,Nicki Minaj,0.736,0.848,1,-3.635,0,0.068,0.041,4.96e-06,0.0316,0.624,124.987
Whip It,5yohSvdDAEMGJHu5KdYboR,Nicki Minaj,0.772,0.781,6,-5.183,1,0.212,0.0418,0.00051,0.37,0.778,128.061
Stupid Hoe,2Kxeqcs66wQENKJMyCW2xG,Nicki Minaj,0.892,0.839,7,-5.8,1,0.276,0.0293,0.115,0.166,0.714,99.992
Va Va Voom,5moUyr5BliVwQpLYzfn5tr,Nicki Minaj,0.642,0.818,8,-3.399,1,0.0331,0.072,0.00311,0.214,0.712,126.883
Super Bass,7gKIt3rDGIMJDFVSPBnGmj,Nicki Minaj,0.721,0.867,11,-4.302,1,0.196,0.29,2.87e-06,0.503,0.639,127.033
Cold,5NNlUMcOEOdoOIwwaWXv0k,Maroon 5,0.703,0.715,9,-6.285,0,0.114,0.139,0.0,0.0456,0.497,99.924
One More Night,5sSjntBXVmtJLCcMlJP5Qb,Maroon 5,0.714,0.821,5,-3.426,0,0.0315,0.0594,0.0,0.0799,0.636,93.0
Payphone - Edit,5cy3CNTBZbX8vZUIsu4p7K,Maroon 5,0.741,0.783,4,-4.791,1,0.0415,0.015,0.0,0.302,0.534,110.002
Daylight,7e2AYYiGkqxeVv7QkOyqM1,Maroon 5,0.657,0.679,2,-5.511,1,0.0269,0.00246,0.0,0.211,0.331,120.007
Lucky Strike,06hGqBU8CP78A1QZA6sec9,Maroon 5,0.674,0.746,11,-4.542,0,0.042,0.000634,0.0,0.118,0.44,143.992
Ladykiller,0Tfik5OfJGHQhnwYWPUyo6,Maroon 5,0.811,0.618,7,-6.853,1,0.041,0.00867,0.000243,0.144,0.769,115.058
Love Somebody,3UBVRfcLmyHmN6e7gdqlMt,Maroon 5,0.675,0.792,1,-6.303,1,0.0368,0.145,0.0,0.12,0.395,120.016
Sad,7oU8e9iY9m98G1SccABkXc,Maroon 5,0.572,0.258,7,-9.213,1,0.0348,0.787,0.0,0.0973,0.324,111.91
Fortune Teller,4mNYQAH3X5Ja0Adrlt94iS,Maroon 5,0.665,0.751,4,-6.122,0,0.0393,0.0573,0.0,0.183,0.396,119.951
Doin’ Dirt,5hYX24WbTQZ1aypvoIcLyk,Maroon 5,0.672,0.853,3,-3.999,0,0.0436,0.000764,0.0,0.0795,0.891,124.944
Tickets,0xwIPGAxZ0gZNa9k7futYF,Maroon 5,0.797,0.823,4,-4.171,0,0.0315,0.0171,1.54e-06,0.0889,0.972,120.016
Beautiful Goodbye,1wqXWUEMXcVsdD3CFFXAMd,Maroon 5,0.667,0.574,3,-2.627,1,0.0357,0.00197,3.49e-06,0.104,0.415,167.99
Wasted Years,3d1Rl07pmCx3nI1DfAnZU8,Maroon 5,0.727,0.85,9,-4.233,0,0.236,0.0542,0.0,0.107,0.809,158.801
Let’s Stay Together,6L6nd7wYr53uFhnRVfkPME,Maroon 5,0.686,0.283,5,-9.298,1,0.0297,0.924,0.0,0.0962,0.529,110.399
Animals - Radio Edit,5fHmnwcuWXBj2sHJZd4NGx,Martin Garrix,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015
Wake Me Up,294vBlXfZYspeI29SXZaON,Avicii,0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162
Waiting For Love,6nsLzJfvp5OLd4mgqUJkpq,Avicii,0.577,0.741,6,-3.83,0,0.0501,0.298,0.0,0.142,0.581,128.081
City Of Dreams - Showtek Remix,3o05Xs81b4X20LsSTW856b,Dirty South,0.635,0.858,1,-5.48,0,0.0947,0.00572,0.508,0.105,0.245,127.984
Rahan takii,4UDDfd77rlXmNjgW1NKhWq,Antti Tuisku,0.746,0.779,7,-3.947,0,0.0927,0.01,0.0,0.256,0.824,123.94
Tahdon rakastella sinua,6FwrG9yyKfGve1wOMq98f9,SANNI,0.599,0.879,8,-3.309,1,0.0965,0.0222,0.0,0.0725,0.538,147.055
You Don't Know Me,2SZy40PLDk3vFucXUGFCFA,Jax Jones,0.874,0.67,11,-6.064,0,0.126,0.165,0.0,0.185,0.68,124.011
Momentumii,1TlSTa2eps7lIg6yDjehuT,Reino Nordin,0.737,0.695,8,-6.835,0,0.0772,0.203,1.11e-05,0.0885,0.7,110.025
Backpack,0tmfJuK2QG6DTAycGlrUxm,Justin Bieber,0.533,0.758,4,-6.164,0,0.191,0.16,0.0,0.196,0.486,72.593
Get Back (Asap),7rHAd5tANXfWBgVuBDdJhS,Alexandra Stan,0.712,0.914,0,-3.88,0,0.0351,0.0391,0.391,0.0653,0.719,127.99
Got 2 Luv U (feat. Alexis Jordan),7ha7zYOryB0rpnMTa4S75U,Sean Paul,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032
Till Morning - Video Mix,1qeOUSd3EV6ZcaxoKB2NgU,Darius & Finlay,0.556,0.795,11,-5.233,0,0.0346,0.0108,0.0,0.701,0.575,132.035
Feel So Close - Radio Edit,6Wtc1K3dvTIEsWU3rSIZXn,Calvin Harris,0.7,0.923,7,-2.85,1,0.0324,0.000927,0.00826,0.0966,0.904,127.952
Jump - Feat Vince MC Denny,5FVFzJ0s09oweUVHPpsTu6,Lucenzo,0.715,0.844,10,-5.74,0,0.0609,0.0497,0.0,0.0607,0.905,122.983
Heart Skips a Beat (feat. Rizzle Kicks),0Qbd8fdryP6HedNP4sGraL,Olly Murs,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0784,0.876,110.621
Say Yeah,3GzjG6Qah8cplpj5YAURLK,Wiz Khalifa,0.751,0.806,11,-6.1,1,0.0602,0.0236,0.0,0.134,0.685,142.015
Don’t Stop The Party,2kBpsXKH2hCUDslEcvS0FK,Black Eyed Peas,0.864,0.746,0,-6.068,1,0.0751,0.0268,2.42e-06,0.131,0.72,128.007
Guardian Angel,6GhxvfQfmXuvGjtJsYHG1i,K-System,0.505,0.873,11,-6.349,0,0.0427,0.00246,0.000236,0.319,0.615,140.013
Seinäruusu,1IPhOInLDU6jcux5JPpXNy,Kaija Koo,0.544,0.666,9,-6.772,0,0.0298,0.12,0.0,0.0728,0.545,77.967
So Big,4AxLiDUxN5mQYr6WPbDwgN,Iyaz,0.697,0.688,6,-4.551,1,0.0362,0.29,0.0,0.308,0.666,121.962
Take Me Back,4AOjSCeE32C5ZXqmhoNnCb,Taio Cruz,0.687,0.901,11,-3.558,1,0.0265,0.00392,1.92e-05,0.175,0.738,125.007
Boom - Video Edit,16nSuaoBbkw41J5SfA5var,ItaloBrothers,0.557,0.768,11,-7.116,0,0.0389,0.0198,7.14e-06,0.126,0.335,149.989
More,38dB4WdO2QVu2KWuRIQjbO,Usher,0.615,0.844,4,-5.826,0,0.0734,0.000493,0.0,0.34,0.47,118.983
Jos Mun Pokka Pettää,6WHU2kB0ArIK9pgzsTiwag,Haloo Helsinki!,0.54,0.839,10,-5.781,1,0.0455,0.019,0.0,0.058,0.742,136.372
Sorry For Party Rocking,68rRbbwmXydDOqhArVTFTX,LMFAO,0.6,0.877,5,-4.351,1,0.165,0.00213,0.0,0.413,0.55,133.998
Pass Out - Radio Edit,197Fa8CFtKbcQGPsFoBY9u,Tinie Tempah,0.661,0.896,1,-3.212,1,0.318,0.0637,0.0,0.168,0.54,90.891
Hetken tie on kevyt,5RN3PT3nRm52XuLzJFkNAE,Laura Närhi,0.266,0.272,0,-12.807,1,0.0348,0.78,0.0057,0.107,0.198,183.359
Nothing Really Matters - feat. will.i.am,2md8sEvW0OZ7ZqRNNt1YsZ,David Guetta,0.735,0.66,0,-3.908,1,0.0291,0.0569,0.0,0.203,0.553,128.007
Talk That Talk,54mnDG1B6rxvULPISA3zLk,Rihanna,0.694,0.671,2,-4.088,1,0.0444,0.0371,3.14e-05,0.236,0.466,83.999
Call Me Maybe,5unfeZUhKhICP73CDYBW4N,Carly Rae Jepsen,0.778,0.615,7,-6.529,1,0.0384,0.0126,1.44e-06,0.108,0.648,120.045
Midnight City,4kO7mrAPfqIrsKwUOK5BFx,M83,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013
Shake It Up,5MfRd2sGeqjNXwV9jOeUzp,Selena Gomez,0.727,0.809,2,-6.11,0,0.0326,0.0278,0.0,0.179,0.79,127.997
Pelaat ja juhlit,579EMMa1vpC33FAVlQvdEh,Lord Est,0.861,0.836,0,-4.06,1,0.143,0.0109,0.0,0.106,0.9,125.971
Chasing The Sun,6WfDlkxh3cFinLzRX8A2nP,The Wanted,0.643,0.724,7,-6.133,0,0.105,0.235,0.0,0.487,0.644,128.104
F**k U Betta,5OZGoO9wXzpu1JHu3LkJZu,Neon Hitch,0.693,0.766,1,-4.121,1,0.104,0.02,0.0,0.135,0.785,129.989
Good Time,2jR5kaTWvyyWENtAlPxLNi,Owl City,0.56,0.888,3,-4.207,1,0.134,0.0262,3.64e-06,0.293,0.7,126.09
Seksikkäin jäbä,2Ynd1BuOdfrGFU1HgW5fXJ,Teflon Brothers,0.797,0.739,7,-4.783,0,0.0335,0.0158,3.3e-05,0.0431,0.92,131.083
Figure 8,4DoiEk7AaubTkIkYencvx7,Ellie Goulding,0.408,0.818,7,-4.356,0,0.0605,0.0341,0.0,0.109,0.225,74.008
Levoton tyttö,33IGcdfBsro40Eb3fL9dNA,Anssi Kela,0.658,0.761,4,-7.902,0,0.0412,0.0591,0.00925,0.083,0.859,167.986
Mermaid,23QvUEVePFN0v7MWsI59O4,Train,0.72,0.883,8,-3.455,1,0.0398,0.0146,0.0,0.102,0.921,104.008
She Makes Me Go (feat. Sean Paul) - Radio Edit,3E3S5LUXcNnTw26mZ8SVp1,Arash,0.708,0.904,2,-2.988,0,0.0369,0.084,1.88e-06,0.207,0.468,133.003
4 AM - Radio Version,5TnYKzmaBPe5cu13GJgTVa,Scooter,0.586,0.884,8,-5.73,1,0.188,0.00151,0.0,0.328,0.285,132.03
Haastaja,3YEbExwXg71zlf3R3ZVmZD,Jontte Valosaari,0.678,0.947,1,-4.154,1,0.0921,0.0261,0.0,0.121,0.599,128.0
Push Play,192qwwyYYepCdGcWBb5UWL,Miriam Bryant,0.53,0.771,9,-4.872,1,0.0312,0.00301,0.323,0.162,0.23,110.003
Bombo,1bi9UNJ3i3NeHTwy8sacmj,Adelén,0.731,0.837,0,-1.799,1,0.043,0.0753,0.000353,0.359,0.569,126.166
Reload - Vocal Version / Radio Edit,40AYRnDKhhrH4JZO4KS9Dj,Sebastian Ingrosso,0.485,0.736,4,-4.617,0,0.0515,0.0731,0.0,0.061,0.434,128.053
"Driving Around (feat. Pitbull, David Rush & Vein) - Providers Remix Radio Edit",7iWnuoewapgVkLsbidGdox,Mr. 305,0.731,0.823,6,-3.365,0,0.0488,0.021,0.0,0.371,0.227,130.016
Next to Me,6ZixfeFT8V0Nle1rMZAekY,Otto Knows,0.596,0.752,11,-4.904,1,0.07,0.785,0.000419,0.105,0.306,127.06
The Hanging Tree - Rebel Remix,4rvD0Pq9MEoDyyoCGPm7zS,James Newton Howard,0.83,0.491,7,-6.418,1,0.0436,0.0395,0.00532,0.146,0.388,113.014
Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
Stuck On a Feeling,467EtYDw801TKMxMtGCsFO,Prince Royce,0.816,0.415,1,-6.307,1,0.0559,0.00391,0.0,0.139,0.304,100.022
I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,Usher,0.87,0.464,4,-8.337,1,0.178,0.205,0.0,0.0902,0.457,112.974
Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,Lilly Wood and The Prick,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013
Weekend,6Drh25cclvIvKj2xyzqiwp,Priory,0.6,0.817,7,-6.401,1,0.0642,0.0696,0.0,0.133,0.652,151.95
Heartbeat Song,53b7YqVw2Vc1oRrYeOm7z7,Kelly Clarkson,0.5,0.791,6,-3.711,1,0.0505,0.012,0.0,0.0645,0.444,149.093
Pieces,3fKv2VStjZ03t8MiOun1T0,Ella Henderson,0.629,0.683,1,-3.758,1,0.0424,0.0264,1.43e-06,0.0992,0.262,115.828
Stolen Dance,5tjrH5xrpkgKgYd8zQgU8X,Milky Chance,0.879,0.574,11,-8.794,1,0.037,0.405,0.00015,0.0913,0.682,114.001
Masterpiece,3WSxYuV3ibaa8k7ujqPD5a,Jessie J,0.659,0.736,0,-2.674,0,0.0419,0.0174,0.0,0.1,0.631,143.92
She Knows,7seTcUFOhn5caSDbiSfsp0,Ne-Yo,0.706,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.982
Only One,0j35X8cTq543QDYLOyqB8W,Kanye West,0.732,0.243,0,-6.023,1,0.0435,0.939,0.0,0.111,0.106,102.087
Lay Me Down,6x69yrZAJvsYxhk0CJS4uT,Sam Smith,0.59,0.451,4,-8.194,1,0.0417,0.336,0.0,0.103,0.334,129.729
"Love Me Like You Do - From ""Fifty Shades Of Grey""",1ip2IGDWMrUmlaepEbWlL8,Ellie Goulding,0.258,0.659,5,-5.903,0,0.0596,0.253,0.0,0.111,0.272,189.558
The Nights,0ct6r3EGTcMLPtrXHDvVjc,Avicii,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
Talking Body,2tpfxAXiI52znho4WE3XFA,Tove Lo,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999
Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,Meghan Trainor,0.655,0.782,1,-4.789,1,0.185,0.375,0.0,0.317,0.832,79.427
Living For Love,7q6pXvSL7G6NkvSSt7YGJ0,Madonna,0.674,0.778,1,-4.537,1,0.0772,0.0402,0.000448,0.288,0.416,122.955
GDFR (feat. Sage the Gemini & Lookas),6N9ZOtguCnnrvwH7zD82WJ,Flo Rida,0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889
Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,WALK THE MOON,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038
Uma Thurman,5PUawWFG1oIS2NwEcyHaCr,Fall Out Boy,0.623,0.962,4,-2.616,0,0.0895,0.103,0.000174,0.264,0.676,149.963
Somebody,7ioiB40H9xKs04QtIso2I3,Natalie La Rose,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99
I Bet My Life,15DrrIod12Tc2IoMaHiwlQ,Imagine Dragons,0.553,0.657,1,-8.219,1,0.0405,0.335,0.000648,0.228,0.555,107.889
FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,Rihanna,0.582,0.272,2,-5.662,1,0.0501,0.875,0.0,0.13,0.354,205.846
American Oxygen,0bHA8LApeZHv7ZlhVUWg8X,Rihanna,0.391,0.745,2,-6.296,1,0.0884,0.0497,0.0,0.329,0.483,78.205
Back to Earth (feat. Fall Out Boy),1SqHHN5Mqy13gHbDGjTaU7,Steve Aoki,0.585,0.906,4,-3.044,0,0.228,0.0268,0.0,0.0482,0.209,128.072
Back Together,16e3Ly7ddGqqnFDiWWWwnc,Robin Thicke,0.736,0.785,10,-5.296,0,0.0694,0.0925,0.0,0.0964,0.774,117.91
Beautiful Now,0TFG6qUaTLDTym3c3HZ5gS,Zedd,0.634,0.822,11,-4.124,0,0.0277,0.00738,4.44e-05,0.0887,0.548,128.006
Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,Rihanna,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99
Cake By The Ocean,0Kahm7qIT3oUsRSc4NWWmh,DNCE,0.772,0.779,4,-5.479,0,0.0509,0.148,0.0,0.0534,0.892,118.998
Cheerleader - Felix Jaehn Remix Radio Edit,2XPc8gL9PwxGURQFcFaDJR,OMI,0.777,0.663,4,-6.117,1,0.0305,0.146,1.52e-05,0.174,0.614,118.016
Confident,4wBA24GuWqlFfZ6uL65aXP,Demi Lovato,0.597,0.749,3,-6.252,1,0.0768,0.00175,0.000187,0.116,0.326,130.077
Cool for the Summer,1KK0j3djUgx5tuOMwesdAT,Demi Lovato,0.586,0.613,5,-5.593,0,0.0386,0.00441,0.000183,0.0853,0.319,114.101
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2PIvq1pGrUjY007X5y1UpM,The Weeknd,0.659,0.381,2,-5.922,0,0.0304,0.385,0.0,0.0972,0.426,119.844
Drag Me Down,70OTIpw8x8UXUsuCHW9i1i,One Direction,0.723,0.711,0,-5.576,0,0.0378,0.0997,0.0,0.0528,0.606,138.098
Emergency,6E7oFW7xTK6Ghucsq6tMUj,Icona Pop,0.834,0.969,6,-3.383,1,0.063,0.0558,0.000723,0.0635,0.928,125.985
Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,Elle King,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988
The Fix (feat. Jeremih),20IZ0jYjnFO0NxyiaRsJwb,Nelly,0.812,0.479,8,-6.47,1,0.0429,0.0485,0.0,0.102,0.0873,95.505
Fun (feat. Chris Brown),6Zo3wgDE076K2AuiGZF3CS,Pitbull,0.793,0.774,0,-3.667,0,0.0478,0.156,0.0,0.193,0.547,113.967
Ghost Town,7Df0z75yVuHOFEuAbk40lA,Adam Lambert,0.703,0.736,4,-5.709,0,0.046,0.186,1.92e-05,0.174,0.274,119.955
